date,plant_id,field_name,height_cm,growth_delta,temp_pf,humidity,co2,illuminance,solar_radiation,vapor_pressure_deficit,dew_point,solar_radiation_cumsum,growth_tomorrow,weekday,weeknum
2024-08-13,1,12号棟,9.0,-37.0,29.314635416666665,79.83154513888888,445.65052083333336,13.90277777777778,815484,7.080451388888889,25.117291666666667,21.44082,9.0,1,33
2024-08-13,2,12号棟,9.0,-37.0,29.314635416666665,79.83154513888888,445.65052083333336,13.90277777777778,815484,7.080451388888889,25.117291666666667,21.44082,9.0,1,33
2024-08-13,3,12号棟,10.0,-35.0,29.314635416666665,79.83154513888888,445.65052083333336,13.90277777777778,815484,7.080451388888889,25.117291666666667,21.44082,10.0,1,33
2024-08-20,1,12号棟,18.0,9.0,28.627293259207782,83.08575399583043,454.38029881862406,12.659312022237666,742633,5.861362056984016,25.13474635163308,17.6079,7.0,1,34
2024-08-20,2,12号棟,18.0,9.0,28.627293259207782,83.08575399583043,454.38029881862406,12.659312022237666,742633,5.861362056984016,25.13474635163308,17.6079,6.0,1,34
2024-08-20,3,12号棟,20.0,10.0,28.627293259207782,83.08575399583043,454.38029881862406,12.659312022237666,742633,5.861362056984016,25.13474635163308,17.6079,5.0,1,34
2024-08-27,1,12号棟,25.0,7.0,30.252847222222226,72.23793402777778,429.2470486111111,12.786458333333334,750350,9.228854166666666,24.4721875,18.14778,10.0,1,35
2024-08-27,2,12号棟,24.0,6.0,30.252847222222226,72.23793402777778,429.2470486111111,12.786458333333334,750350,9.228854166666666,24.4721875,18.14778,10.0,1,35
2024-08-27,3,12号棟,25.0,5.0,30.252847222222226,72.23793402777778,429.2470486111111,12.786458333333334,750350,9.228854166666666,24.4721875,18.14778,11.0,1,35
2024-09-03,1,12号棟,35.0,10.0,26.65991319444445,83.63532986111112,450.1756944444445,9.626215277777778,567353,4.795503472222222,23.400590277777777,11.98596,-27.0,1,36
2024-09-03,2,12号棟,34.0,10.0,26.65991319444445,83.63532986111112,450.1756944444445,9.626215277777778,567353,4.795503472222222,23.400590277777777,11.98596,-26.0,1,36
2024-09-03,3,12号棟,36.0,11.0,26.65991319444445,83.63532986111112,450.1756944444445,9.626215277777778,567353,4.795503472222222,23.400590277777777,11.98596,-28.0,1,36
2024-09-10,1,12号棟,46.0,24.0,29.304548611111112,75.30166666666666,449.3376736111111,12.8,750786,8.544583333333334,24.04039930555556,20.74776,-28.0,1,37
